H,f1,f2,f3
11,0.727272727,0.181818182,0.090909091
11,0.818181818,0.090909091,0.090909091
11,0.060606061,0.060606061,0.878787879
11,0.060606061,0.151515152,0.787878788
11,0.060606061,0.242424242,0.696969697
11,0.060606061,0.333333333,0.606060606
11,0.060606061,0.424242424,0.515151515
11,0.060606061,0.515151515,0.424242424
11,0.060606061,0.606060606,0.333333333
11,0.060606061,0.696969697,0.242424242
11,0.060606061,0.787878788,0.151515152
11,0.060606061,0.878787879,0.060606061
11,0.151515152,0.060606061,0.787878788
11,0.151515152,0.787878788,0.060606061
11,0.242424242,0.060606061,0.696969697
11,0.242424242,0.696969697,0.060606061
11,0.333333333,0.060606061,0.606060606
11,0.333333333,0.606060606,0.060606061
11,0.424242424,0.060606061,0.515151515
11,0.424242424,0.515151515,0.060606061
11,0.515151515,0.060606061,0.424242424
11,0.515151515,0.424242424,0.060606061
11,0.606060606,0.060606061,0.333333333
11,0.606060606,0.333333333,0.060606061
11,0.696969697,0.060606061,0.242424242
11,0.696969697,0.242424242,0.060606061
11,0.787878788,0.060606061,0.151515152
11,0.787878788,0.151515152,0.060606061
11,0.878787879,0.060606061,0.060606061
11,0.03030303,0.03030303,0.939393939
11,0.03030303,0.121212121,0.848484848
11,0.03030303,0.212121212,0.757575758
11,0.03030303,0.303030303,0.666666667
11,0.03030303,0.393939394,0.575757576
11,0.03030303,0.484848485,0.484848485
11,0.03030303,0.575757576,0.393939394
11,0.03030303,0.666666667,0.303030303
11,0.03030303,0.757575758,0.212121212
11,0.03030303,0.848484848,0.121212121
11,0.03030303,0.939393939,0.03030303
11,0.121212121,0.03030303,0.848484848
11,0.121212121,0.848484848,0.03030303
11,0.212121212,0.03030303,0.757575758
11,0.212121212,0.757575758,0.03030303
11,0.303030303,0.03030303,0.666666667
11,0.303030303,0.666666667,0.03030303
11,0.393939394,0.03030303,0.575757576
11,0.393939394,0.575757576,0.03030303
11,0.484848485,0.03030303,0.484848485
11,0.484848485,0.484848485,0.03030303
11,0.575757576,0.03030303,0.393939394
11,0.575757576,0.393939394,0.03030303
11,0.666666667,0.03030303,0.303030303
11,0.666666667,0.303030303,0.03030303
11,0.757575758,0.03030303,0.212121212
11,0.757575758,0.212121212,0.03030303
11,0.848484848,0.03030303,0.121212121
11,0.848484848,0.121212121,0.03030303
11,0.939393939,0.03030303,0.03030303
11,0,0,1
11,0,0.090909091,0.909090909
11,0,0.181818182,0.818181818
11,0,0.272727273,0.727272727
11,0,0.363636364,0.636363636
11,0,0.454545455,0.545454545
11,0,0.545454545,0.454545455
11,0,0.636363636,0.363636364
11,0,0.727272727,0.272727273
11,0,0.818181818,0.181818182
11,0,0.909090909,0.090909091
11,0,1,0
11,0.090909091,0,0.909090909
11,0.090909091,0.909090909,0
11,0.181818182,0,0.818181818
11,0.181818182,0.818181818,0
11,0.272727273,0,0.727272727
11,0.272727273,0.727272727,0
11,0.363636364,0,0.636363636
11,0.363636364,0.636363636,0
11,0.454545455,0,0.545454545
11,0.454545455,0.545454545,0
11,0.545454545,0,0.454545455
11,0.545454545,0.454545455,0
11,0.636363636,0,0.363636364
11,0.636363636,0.363636364,0
11,0.727272727,0,0.272727273
11,0.727272727,0.272727273,0
11,0.818181818,0,0.181818182
11,0.818181818,0.181818182,0
11,0.909090909,0,0.090909091
11,0.909090909,0.090909091,0
11,1,0,0
