H,f1,f2,f3
16,0.125,0.3125,0.5625
16,0.125,0.375,0.5
16,0.125,0.4375,0.4375
16,0.125,0.5,0.375
16,0.125,0.5625,0.3125
16,0.125,0.625,0.25
16,0.125,0.6875,0.1875
16,0.125,0.75,0.125
16,0.125,0.8125,0.0625
16,0.125,0.875,0
16,0.1875,0,0.8125
16,0.1875,0.0625,0.75
16,0.1875,0.125,0.6875
16,0.1875,0.1875,0.625
16,0.1875,0.25,0.5625
16,0.1875,0.3125,0.5
16,0.1875,0.375,0.4375
16,0.1875,0.4375,0.375
16,0.1875,0.5,0.3125
16,0.1875,0.5625,0.25
16,0.1875,0.625,0.1875
16,0.1875,0.6875,0.125
16,0.1875,0.75,0.0625
16,0.1875,0.8125,0
16,0.25,0,0.75
16,0.25,0.0625,0.6875
16,0.25,0.125,0.625
16,0.25,0.1875,0.5625
16,0.25,0.25,0.5
16,0.25,0.3125,0.4375
16,0.25,0.375,0.375
16,0.25,0.4375,0.3125
16,0.25,0.5,0.25
16,0.25,0.5625,0.1875
16,0.25,0.625,0.125
16,0.25,0.6875,0.0625
16,0.25,0.75,0
16,0.3125,0,0.6875
16,0.3125,0.0625,0.625
16,0.3125,0.125,0.5625
16,0.3125,0.1875,0.5
16,0.3125,0.25,0.4375
16,0.3125,0.3125,0.375
16,0.3125,0.375,0.3125
16,0.3125,0.4375,0.25
16,0.3125,0.5,0.1875
16,0.3125,0.5625,0.125
16,0.3125,0.625,0.0625
16,0.3125,0.6875,0
16,0.375,0,0.625
16,0.375,0.0625,0.5625
16,0.375,0.125,0.5
16,0.375,0.1875,0.4375
16,0.375,0.25,0.375
16,0.375,0.3125,0.3125
16,0.375,0.375,0.25
16,0.375,0.4375,0.1875
16,0.375,0.5,0.125
16,0.375,0.5625,0.0625
16,0.375,0.625,0
16,0.4375,0,0.5625
16,0.4375,0.0625,0.5
16,0.4375,0.125,0.4375
16,0.4375,0.1875,0.375
16,0.4375,0.25,0.3125
16,0.4375,0.3125,0.25
16,0.4375,0.375,0.1875
16,0.4375,0.4375,0.125
16,0.4375,0.5,0.0625
16,0.4375,0.5625,0
16,0.5,0,0.5
16,0.5,0.0625,0.4375
16,0.5,0.125,0.375
16,0.5,0.1875,0.3125
16,0.5,0.25,0.25
16,0.5,0.3125,0.1875
16,0.5,0.375,0.125
16,0.5,0.4375,0.0625
16,0.5,0.5,0
16,0.5625,0,0.4375
16,0.5625,0.0625,0.375
16,0.5625,0.125,0.3125
16,0.5625,0.1875,0.25
16,0.5625,0.25,0.1875
16,0.5625,0.3125,0.125
16,0.5625,0.375,0.0625
16,0.5625,0.4375,0
16,0.625,0,0.375
16,0.625,0.0625,0.3125
16,0.625,0.125,0.25
16,0.625,0.1875,0.1875
16,0.625,0.25,0.125
16,0.625,0.3125,0.0625
16,0.625,0.375,0
16,0.6875,0,0.3125
16,0.6875,0.0625,0.25
16,0.6875,0.125,0.1875
16,0.6875,0.1875,0.125
16,0.6875,0.25,0.0625
16,0.6875,0.3125,0
16,0.75,0,0.25
16,0.75,0.0625,0.1875
16,0.75,0.125,0.125
16,0.75,0.1875,0.0625
16,0.75,0.25,0
16,0.8125,0,0.1875
16,0.8125,0.0625,0.125
16,0.8125,0.125,0.0625
16,0.8125,0.1875,0
16,0.875,0,0.125
16,0.875,0.0625,0.0625
16,0.875,0.125,0
16,0.9375,0,0.0625
16,0.9375,0.0625,0
16,1,0,0
17,0,0,1
17,0,0.058823529,0.941176471
17,0,0.117647059,0.882352941
17,0,0.176470588,0.823529412
17,0,0.235294118,0.764705882
17,0,0.294117647,0.705882353
17,0,0.352941176,0.647058824
17,0,0.411764706,0.588235294
17,0,0.470588235,0.529411765
17,0,0.529411765,0.470588235
17,0,0.588235294,0.411764706
17,0,0.647058824,0.352941176
17,0,0.705882353,0.294117647
17,0,0.764705882,0.235294118
17,0,0.823529412,0.176470588
17,0,0.882352941,0.117647059
17,0,0.941176471,0.058823529
17,0,1,0
17,0.058823529,0,0.941176471
17,0.058823529,0.058823529,0.882352941
17,0.058823529,0.117647059,0.823529412
17,0.058823529,0.176470588,0.764705882
17,0.058823529,0.235294118,0.705882353
17,0.058823529,0.294117647,0.647058824
17,0.058823529,0.352941176,0.588235294
17,0.058823529,0.411764706,0.529411765
17,0.058823529,0.470588235,0.470588235
17,0.058823529,0.529411765,0.411764706
17,0.058823529,0.588235294,0.352941176
17,0.058823529,0.647058824,0.294117647
17,0.058823529,0.705882353,0.235294118
17,0.058823529,0.764705882,0.176470588
17,0.058823529,0.823529412,0.117647059
17,0.058823529,0.882352941,0.058823529
17,0.058823529,0.941176471,0
17,0.117647059,0,0.882352941
17,0.117647059,0.058823529,0.823529412
17,0.117647059,0.117647059,0.764705882
17,0.117647059,0.176470588,0.705882353
17,0.117647059,0.235294118,0.647058824
17,0.117647059,0.294117647,0.588235294
17,0.117647059,0.352941176,0.529411765
17,0.117647059,0.411764706,0.470588235
17,0.117647059,0.470588235,0.411764706
17,0.117647059,0.529411765,0.352941176
17,0.117647059,0.588235294,0.294117647
17,0.117647059,0.647058824,0.235294118
17,0.117647059,0.705882353,0.176470588
17,0.117647059,0.764705882,0.117647059
17,0.117647059,0.823529412,0.058823529
17,0.117647059,0.882352941,0
17,0.176470588,0,0.823529412
17,0.176470588,0.058823529,0.764705882
17,0.176470588,0.117647059,0.705882353
17,0.176470588,0.176470588,0.647058824
17,0.176470588,0.235294118,0.588235294
17,0.176470588,0.294117647,0.529411765
17,0.176470588,0.352941176,0.470588235
17,0.176470588,0.411764706,0.411764706
17,0.176470588,0.470588235,0.352941176
17,0.176470588,0.529411765,0.294117647
17,0.176470588,0.588235294,0.235294118
17,0.176470588,0.647058824,0.176470588
17,0.176470588,0.705882353,0.117647059
17,0.176470588,0.764705882,0.058823529
17,0.176470588,0.823529412,0
17,0.235294118,0,0.764705882
17,0.235294118,0.058823529,0.705882353
17,0.235294118,0.117647059,0.647058824
17,0.235294118,0.176470588,0.588235294
17,0.235294118,0.235294118,0.529411765
17,0.235294118,0.294117647,0.470588235
17,0.235294118,0.352941176,0.411764706
17,0.235294118,0.411764706,0.352941176
17,0.235294118,0.470588235,0.294117647
17,0.235294118,0.529411765,0.235294118
17,0.235294118,0.588235294,0.176470588
17,0.235294118,0.647058824,0.117647059
17,0.235294118,0.705882353,0.058823529
17,0.235294118,0.764705882,0
17,0.294117647,0,0.705882353
17,0.294117647,0.058823529,0.647058824
17,0.294117647,0.117647059,0.588235294
17,0.294117647,0.176470588,0.529411765
17,0.294117647,0.235294118,0.470588235
17,0.294117647,0.294117647,0.411764706
17,0.294117647,0.352941176,0.352941176
17,0.294117647,0.411764706,0.294117647
17,0.294117647,0.470588235,0.235294118
17,0.294117647,0.529411765,0.176470588
17,0.294117647,0.588235294,0.117647059
17,0.294117647,0.647058824,0.058823529
17,0.294117647,0.705882353,0
17,0.352941176,0,0.647058824
17,0.352941176,0.058823529,0.588235294
17,0.352941176,0.117647059,0.529411765
17,0.352941176,0.176470588,0.470588235
17,0.352941176,0.235294118,0.411764706
17,0.352941176,0.294117647,0.352941176
17,0.352941176,0.352941176,0.294117647
17,0.352941176,0.411764706,0.235294118
17,0.352941176,0.470588235,0.176470588
17,0.352941176,0.529411765,0.117647059
17,0.352941176,0.588235294,0.058823529
17,0.352941176,0.647058824,0
17,0.411764706,0,0.588235294
17,0.411764706,0.058823529,0.529411765
17,0.411764706,0.117647059,0.470588235
17,0.411764706,0.176470588,0.411764706
17,0.411764706,0.235294118,0.352941176
17,0.411764706,0.294117647,0.294117647
17,0.411764706,0.352941176,0.235294118
17,0.411764706,0.411764706,0.176470588
17,0.411764706,0.470588235,0.117647059
17,0.411764706,0.529411765,0.058823529
17,0.411764706,0.588235294,0
17,0.470588235,0,0.529411765
17,0.470588235,0.058823529,0.470588235
17,0.470588235,0.117647059,0.411764706
17,0.470588235,0.176470588,0.352941176
17,0.470588235,0.235294118,0.294117647
17,0.470588235,0.294117647,0.235294118
17,0.470588235,0.352941176,0.176470588
17,0.470588235,0.411764706,0.117647059
17,0.470588235,0.470588235,0.058823529
17,0.470588235,0.529411765,0
17,0.529411765,0,0.470588235
17,0.529411765,0.058823529,0.411764706
17,0.529411765,0.117647059,0.352941176
17,0.529411765,0.176470588,0.294117647
17,0.529411765,0.235294118,0.235294118
17,0.529411765,0.294117647,0.176470588
17,0.529411765,0.352941176,0.117647059
17,0.529411765,0.411764706,0.058823529
17,0.529411765,0.470588235,0
17,0.588235294,0,0.411764706
17,0.588235294,0.058823529,0.352941176
17,0.588235294,0.117647059,0.294117647
17,0.588235294,0.176470588,0.235294118
17,0.588235294,0.235294118,0.176470588
17,0.588235294,0.294117647,0.117647059
17,0.588235294,0.352941176,0.058823529
17,0.588235294,0.411764706,0
17,0.647058824,0,0.352941176
17,0.647058824,0.058823529,0.294117647
17,0.647058824,0.117647059,0.235294118
17,0.647058824,0.176470588,0.176470588
17,0.647058824,0.235294118,0.117647059
17,0.647058824,0.294117647,0.058823529
17,0.647058824,0.352941176,0
17,0.705882353,0,0.294117647
17,0.705882353,0.058823529,0.235294118
17,0.705882353,0.117647059,0.176470588
17,0.705882353,0.176470588,0.117647059
17,0.705882353,0.235294118,0.058823529
17,0.705882353,0.294117647,0
17,0.764705882,0,0.235294118
17,0.764705882,0.058823529,0.176470588
17,0.764705882,0.117647059,0.117647059
17,0.764705882,0.176470588,0.058823529
17,0.764705882,0.235294118,0
17,0.823529412,0,0.176470588
17,0.823529412,0.058823529,0.117647059
17,0.823529412,0.117647059,0.058823529
17,0.823529412,0.176470588,0
17,0.882352941,0,0.117647059
17,0.882352941,0.058823529,0.058823529
17,0.882352941,0.117647059,0
17,0.941176471,0,0.058823529
17,0.941176471,0.058823529,0
17,1,0,0
18,0,0,1
18,0,0.055555556,0.944444444
18,0,0.111111111,0.888888889
18,0,0.166666667,0.833333333
18,0,0.222222222,0.777777778
18,0,0.277777778,0.722222222
18,0,0.333333333,0.666666667
18,0,0.388888889,0.611111111
18,0,0.444444444,0.555555556
18,0,0.5,0.5
18,0,0.555555556,0.444444444
18,0,0.611111111,0.388888889
18,0,0.666666667,0.333333333
18,0,0.722222222,0.277777778
18,0,0.777777778,0.222222222
18,0,0.833333333,0.166666667
18,0,0.888888889,0.111111111
18,0,0.944444444,0.055555556
18,0,1,0
18,0.055555556,0,0.944444444
18,0.055555556,0.055555556,0.888888889
18,0.055555556,0.111111111,0.833333333
18,0.055555556,0.166666667,0.777777778
18,0.055555556,0.222222222,0.722222222
18,0.055555556,0.277777778,0.666666667
18,0.055555556,0.333333333,0.611111111
18,0.055555556,0.388888889,0.555555556
18,0.055555556,0.444444444,0.5
18,0.055555556,0.5,0.444444444
18,0.055555556,0.555555556,0.388888889
18,0.055555556,0.611111111,0.333333333
18,0.055555556,0.666666667,0.277777778
18,0.055555556,0.722222222,0.222222222
18,0.055555556,0.777777778,0.166666667
18,0.055555556,0.833333333,0.111111111
18,0.055555556,0.888888889,0.055555556
18,0.055555556,0.944444444,0
18,0.111111111,0,0.888888889
18,0.111111111,0.055555556,0.833333333
18,0.111111111,0.111111111,0.777777778
18,0.111111111,0.166666667,0.722222222
18,0.111111111,0.222222222,0.666666667
18,0.111111111,0.277777778,0.611111111
18,0.111111111,0.333333333,0.555555556
18,0.111111111,0.388888889,0.5
18,0.111111111,0.444444444,0.444444444
18,0.111111111,0.5,0.388888889
18,0.111111111,0.555555556,0.333333333
18,0.111111111,0.611111111,0.277777778
18,0.111111111,0.666666667,0.222222222
18,0.111111111,0.722222222,0.166666667
18,0.111111111,0.777777778,0.111111111
18,0.111111111,0.833333333,0.055555556
18,0.111111111,0.888888889,0
18,0.166666667,0,0.833333333
18,0.166666667,0.055555556,0.777777778
18,0.166666667,0.111111111,0.722222222
18,0.166666667,0.166666667,0.666666667
18,0.166666667,0.222222222,0.611111111
18,0.166666667,0.277777778,0.555555556
18,0.166666667,0.333333333,0.5
18,0.166666667,0.388888889,0.444444444
18,0.166666667,0.444444444,0.388888889
18,0.166666667,0.5,0.333333333
18,0.166666667,0.555555556,0.277777778
18,0.166666667,0.611111111,0.222222222
18,0.166666667,0.666666667,0.166666667
18,0.166666667,0.722222222,0.111111111
18,0.166666667,0.777777778,0.055555556
18,0.166666667,0.833333333,0
18,0.222222222,0,0.777777778
18,0.222222222,0.055555556,0.722222222
18,0.222222222,0.111111111,0.666666667
18,0.222222222,0.166666667,0.611111111
18,0.222222222,0.222222222,0.555555556
18,0.222222222,0.277777778,0.5
18,0.222222222,0.333333333,0.444444444
18,0.222222222,0.388888889,0.388888889
18,0.222222222,0.444444444,0.333333333
18,0.222222222,0.5,0.277777778
18,0.222222222,0.555555556,0.222222222
18,0.222222222,0.611111111,0.166666667
18,0.222222222,0.666666667,0.111111111
18,0.222222222,0.722222222,0.055555556
18,0.222222222,0.777777778,0
18,0.277777778,0,0.722222222
18,0.277777778,0.055555556,0.666666667
18,0.277777778,0.111111111,0.611111111
18,0.277777778,0.166666667,0.555555556
18,0.277777778,0.222222222,0.5
18,0.277777778,0.277777778,0.444444444
18,0.277777778,0.333333333,0.388888889
18,0.277777778,0.388888889,0.333333333
18,0.277777778,0.444444444,0.277777778
18,0.277777778,0.5,0.222222222
18,0.277777778,0.555555556,0.166666667
18,0.277777778,0.611111111,0.111111111
18,0.277777778,0.666666667,0.055555556
18,0.277777778,0.722222222,0
18,0.333333333,0,0.666666667
18,0.333333333,0.055555556,0.611111111
18,0.333333333,0.111111111,0.555555556
18,0.333333333,0.166666667,0.5
18,0.333333333,0.222222222,0.444444444
18,0.333333333,0.277777778,0.388888889
18,0.333333333,0.333333333,0.333333333
18,0.333333333,0.388888889,0.277777778
18,0.333333333,0.444444444,0.222222222
18,0.333333333,0.5,0.166666667
18,0.333333333,0.555555556,0.111111111
18,0.333333333,0.611111111,0.055555556
18,0.333333333,0.666666667,0
18,0.388888889,0,0.611111111
18,0.388888889,0.055555556,0.555555556
18,0.388888889,0.111111111,0.5
18,0.388888889,0.166666667,0.444444444
18,0.388888889,0.222222222,0.388888889
18,0.388888889,0.277777778,0.333333333
18,0.388888889,0.333333333,0.277777778
18,0.388888889,0.388888889,0.222222222
18,0.388888889,0.444444444,0.166666667
18,0.388888889,0.5,0.111111111
18,0.388888889,0.555555556,0.055555556
18,0.388888889,0.611111111,0
18,0.444444444,0,0.555555556
18,0.444444444,0.055555556,0.5
18,0.444444444,0.111111111,0.444444444
18,0.444444444,0.166666667,0.388888889
18,0.444444444,0.222222222,0.333333333
18,0.444444444,0.277777778,0.277777778
18,0.444444444,0.333333333,0.222222222
18,0.444444444,0.388888889,0.166666667
18,0.444444444,0.444444444,0.111111111
18,0.444444444,0.5,0.055555556
18,0.444444444,0.555555556,0
18,0.5,0,0.5
18,0.5,0.055555556,0.444444444
18,0.5,0.111111111,0.388888889
18,0.5,0.166666667,0.333333333
18,0.5,0.222222222,0.277777778
18,0.5,0.277777778,0.222222222
18,0.5,0.333333333,0.166666667
18,0.5,0.388888889,0.111111111
18,0.5,0.444444444,0.055555556
18,0.5,0.5,0
18,0.555555556,0,0.444444444
18,0.555555556,0.055555556,0.388888889
18,0.555555556,0.111111111,0.333333333
18,0.555555556,0.166666667,0.277777778
18,0.555555556,0.222222222,0.222222222
18,0.555555556,0.277777778,0.166666667
18,0.555555556,0.333333333,0.111111111
18,0.555555556,0.388888889,0.055555556
18,0.555555556,0.444444444,0
18,0.611111111,0,0.388888889
18,0.611111111,0.055555556,0.333333333
18,0.611111111,0.111111111,0.277777778
18,0.611111111,0.166666667,0.222222222
18,0.611111111,0.222222222,0.166666667
18,0.611111111,0.277777778,0.111111111
18,0.611111111,0.333333333,0.055555556
18,0.611111111,0.388888889,0
18,0.666666667,0,0.333333333
18,0.666666667,0.055555556,0.277777778
18,0.666666667,0.111111111,0.222222222
18,0.666666667,0.166666667,0.166666667
18,0.666666667,0.222222222,0.111111111
18,0.666666667,0.277777778,0.055555556
18,0.666666667,0.333333333,0
18,0.722222222,0,0.277777778
18,0.722222222,0.055555556,0.222222222
18,0.722222222,0.111111111,0.166666667
18,0.722222222,0.166666667,0.111111111
18,0.722222222,0.222222222,0.055555556
18,0.722222222,0.277777778,0
18,0.777777778,0,0.222222222
18,0.777777778,0.055555556,0.166666667
18,0.777777778,0.111111111,0.111111111
18,0.777777778,0.166666667,0.055555556
18,0.777777778,0.222222222,0
18,0.833333333,0,0.166666667
18,0.833333333,0.055555556,0.111111111
18,0.833333333,0.111111111,0.055555556
18,0.833333333,0.166666667,0
18,0.888888889,0,0.111111111
18,0.888888889,0.055555556,0.055555556
18,0.888888889,0.111111111,0
18,0.944444444,0,0.055555556
18,0.944444444,0.055555556,0
18,1,0,0
